	#OTU ID	mock_staggered_insilico	Taxon	group	expected_ratio	feature_id	Confidence	table_id	Forward_trim	Reverse_trim	feature_frequency	Replicate	run-number	community	composition	sum	ratio
1019	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	f0b5cbe919813411db94bc645d5dfc46	0.9078944266203242	F250R220	250	220	43.0	R46-18S-2	46	18S	Staggered	260.0	0.16538461538461538
1020	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	58dee5d3868865d27550f879a3f27e68	0.9122957319336146	F240R220	240	220	53.0	R46-18S-1	46	18S	Staggered	353.0	0.1501416430594901
1021	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	58dee5d3868865d27550f879a3f27e68	0.9122957319336146	F240R220	240	220	41.0	R46-18S-2	46	18S	Staggered	240.0	0.17083333333333334
1022	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	9e086d4095e361d48c64078f5cab1857	0.886539410817992	F240R220	240	220	0.0	R46-18S-1	46	18S	Staggered	353.0	0.0
1023	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	9e086d4095e361d48c64078f5cab1857	0.886539410817992	F240R220	240	220	0.0	R46-18S-2	46	18S	Staggered	240.0	0.0
1197	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	cfe07ac04ce280772ed4e296f7eb6905	0.9243058086767556	F210R210	210	210	387.0	R46-18S-1	46	18S	Staggered	1945.0	0.19897172236503857
1198	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	cfe07ac04ce280772ed4e296f7eb6905	0.9243058086767556	F210R210	210	210	294.0	R46-18S-2	46	18S	Staggered	1894.0	0.15522703273495247
1199	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	9d62e166e4466c9e49fd380b656b565d	0.8435811232523553	F210R210	210	210	0.0	R46-18S-1	46	18S	Staggered	1945.0	0.0
1200	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	9d62e166e4466c9e49fd380b656b565d	0.8435811232523553	F210R210	210	210	0.0	R46-18S-2	46	18S	Staggered	1894.0	0.0
1247	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	62b9da71415be9e7a7b59363cde2f50d	0.8993764833881456	F230R240	230	240	0.0	R46-18S-1	46	18S	Staggered	6.0	0.0
1248	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	62b9da71415be9e7a7b59363cde2f50d	0.8993764833881456	F230R240	230	240	14.0	R46-18S-2	46	18S	Staggered	20.0	0.7
1249	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	62e36277abd77085c6d5ffd67d6fab41	0.9051049853981624	F220R240	220	240	30.0	R46-18S-1	46	18S	Staggered	135.0	0.2222222222222222
1250	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	62e36277abd77085c6d5ffd67d6fab41	0.9051049853981624	F220R240	220	240	14.0	R46-18S-2	46	18S	Staggered	49.0	0.2857142857142857
1324	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	9e01829a52191a54050547dc7422a474	0.9097033433981724	F250R230	250	230	0.0	R46-18S-1	46	18S	Staggered	15.0	0.0
1325	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	9e01829a52191a54050547dc7422a474	0.9097033433981724	F250R230	250	230	0.0	R46-18S-2	46	18S	Staggered	29.0	0.0
1326	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	63770ac59241d577e799151fc5ef0ec9	0.8998561096894974	F240R230	240	230	43.0	R46-18S-1	46	18S	Staggered	286.0	0.15034965034965034
1327	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	63770ac59241d577e799151fc5ef0ec9	0.8998561096894974	F240R230	240	230	26.0	R46-18S-2	46	18S	Staggered	115.0	0.22608695652173913
1328	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	e04d6cf874f72c3564ed38aba4c0fadd	0.8580849675147191	F240R230	240	230	0.0	R46-18S-1	46	18S	Staggered	286.0	0.0
1329	650557dd569e9ca81248b7e08b206a76	680	d__Eukaryota; p__Prymnesiophyceae; c__Prymnesiophyceae; o__Prymnesiales; f__Prymnesiales; g__Chrysochromulina; s__uncultured_eukaryote	Haptophyta; Prymnesiophyceae; Prymnesiales	0.17	e04d6cf874f72c3564ed38aba4c0fadd	0.8580849675147191	F240R230	240	230	0.0	R46-18S-2	46	18S	Staggered	115.0	0.0
1382	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R270	220	270	1.0	R46-18S-1	46	18S	Staggered	32.0	0.03125
1383	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R270	220	270	2.0	R46-18S-1	46	18S	Staggered	32.0	0.0625
1384	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R270	220	270	5.0	R46-18S-1	46	18S	Staggered	32.0	0.15625
1385	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R270	220	270	3.0	R46-18S-1	46	18S	Staggered	32.0	0.09375
1386	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R270	220	270	9.0	R46-18S-1	46	18S	Staggered	32.0	0.28125
1387	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R270	220	270	4.0	R46-18S-1	46	18S	Staggered	32.0	0.125
1388	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R270	220	270	8.0	R46-18S-1	46	18S	Staggered	32.0	0.25
1389	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F220R270	220	270	0.0	R46-18S-2	46	18S	Staggered	2.0	0.0
1390	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F230R270	230	270	1.0	R46-18S-1	46	18S	Staggered	32.0	0.03125
1391	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F230R270	230	270	2.0	R46-18S-1	46	18S	Staggered	32.0	0.0625
1392	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F230R270	230	270	5.0	R46-18S-1	46	18S	Staggered	32.0	0.15625
1393	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F230R270	230	270	3.0	R46-18S-1	46	18S	Staggered	32.0	0.09375
1394	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F230R270	230	270	9.0	R46-18S-1	46	18S	Staggered	32.0	0.28125
1395	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F230R270	230	270	4.0	R46-18S-1	46	18S	Staggered	32.0	0.125
1396	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F230R270	230	270	8.0	R46-18S-1	46	18S	Staggered	32.0	0.25
1397	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F230R270	230	270	0.0	R46-18S-2	46	18S	Staggered	1.0	0.0
1584	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cbabc5b4d19cf2542627f86082d07c10	0.9973837657441164	F210R220	210	220	0.0	R46-18S-1	46	18S	Staggered	1075.0	0.0
1585	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cbabc5b4d19cf2542627f86082d07c10	0.9973837657441164	F210R220	210	220	0.0	R46-18S-2	46	18S	Staggered	929.0	0.0
1586	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	6b7164026463fddf88168801d8786ddf	0.9794329791705428	F210R220	210	220	127.0	R46-18S-1	46	18S	Staggered	1075.0	0.11813953488372093
1587	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	6b7164026463fddf88168801d8786ddf	0.9794329791705428	F210R220	210	220	96.0	R46-18S-2	46	18S	Staggered	929.0	0.10333692142088267
1588	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	aa2f68fa7e45bd8700d23cb2f55095f4	0.9755001797310464	F210R220	210	220	0.0	R46-18S-1	46	18S	Staggered	1075.0	0.0
1589	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	aa2f68fa7e45bd8700d23cb2f55095f4	0.9755001797310464	F210R220	210	220	0.0	R46-18S-2	46	18S	Staggered	929.0	0.0
1684	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R250	270	250	1.0	R46-18S-1	46	18S	Staggered	32.0	0.03125
1685	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R250	270	250	2.0	R46-18S-1	46	18S	Staggered	32.0	0.0625
1686	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R250	270	250	5.0	R46-18S-1	46	18S	Staggered	32.0	0.15625
1687	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R250	270	250	3.0	R46-18S-1	46	18S	Staggered	32.0	0.09375
1688	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R250	270	250	9.0	R46-18S-1	46	18S	Staggered	32.0	0.28125
1689	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R250	270	250	4.0	R46-18S-1	46	18S	Staggered	32.0	0.125
1690	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R250	270	250	8.0	R46-18S-1	46	18S	Staggered	32.0	0.25
1691	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R250	270	250	0.0	R46-18S-2	46	18S	Staggered	1.0	0.0
1692	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R250	260	250	1.0	R46-18S-1	46	18S	Staggered	32.0	0.03125
1693	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R250	260	250	2.0	R46-18S-1	46	18S	Staggered	32.0	0.0625
1694	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R250	260	250	5.0	R46-18S-1	46	18S	Staggered	32.0	0.15625
1695	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R250	260	250	3.0	R46-18S-1	46	18S	Staggered	32.0	0.09375
1696	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R250	260	250	9.0	R46-18S-1	46	18S	Staggered	32.0	0.28125
1697	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R250	260	250	4.0	R46-18S-1	46	18S	Staggered	32.0	0.125
1698	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R250	260	250	8.0	R46-18S-1	46	18S	Staggered	32.0	0.25
1699	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F260R250	260	250	0.0	R46-18S-2	46	18S	Staggered	6.0	0.0
1710	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R240	270	240	1.0	R46-18S-1	46	18S	Staggered	32.0	0.03125
1711	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R240	270	240	2.0	R46-18S-1	46	18S	Staggered	32.0	0.0625
1712	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R240	270	240	5.0	R46-18S-1	46	18S	Staggered	32.0	0.15625
1713	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R240	270	240	3.0	R46-18S-1	46	18S	Staggered	32.0	0.09375
1714	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R240	270	240	9.0	R46-18S-1	46	18S	Staggered	32.0	0.28125
1715	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R240	270	240	4.0	R46-18S-1	46	18S	Staggered	32.0	0.125
1716	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R240	270	240	8.0	R46-18S-1	46	18S	Staggered	32.0	0.25
1717	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cfb4129706073a9880a2a67e43f53fdd	0.9749988985832204	F270R240	270	240	0.0	R46-18S-2	46	18S	Staggered	2.0	0.0
1816	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cbabc5b4d19cf2542627f86082d07c10	0.9973837657441164	F210R230	210	230	0.0	R46-18S-1	46	18S	Staggered	480.0	0.0
1817	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	cbabc5b4d19cf2542627f86082d07c10	0.9973837657441164	F210R230	210	230	0.0	R46-18S-2	46	18S	Staggered	305.0	0.0
1818	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	89569ffad46cc9b3756f78eb521c2de5	0.9785892582083452	F210R230	210	230	38.0	R46-18S-1	46	18S	Staggered	480.0	0.07916666666666666
1819	58ff3b080834d0d5d0ad00c0b93f6cdb	640	d__Eukaryota; p__Protalveolata; c__Syndiniales; o__Syndiniales; f__Syndiniales; g__Amoebophrya; s__eukaryote_clone	Dinophyta; Syndiniales; Dino-Group-II_a	0.16	89569ffad46cc9b3756f78eb521c2de5	0.9785892582083452	F210R230	210	230	0.0	R46-18S-2	46	18S	Staggered	305.0	0.0
